beam,beam_pair,lat,lon,repeat_cycles_no,track
l,3,-83.55405013,-159.0476308,5,654
r,2,-79.77957254,-161.8037876,5,541
l,3,-81.31206354,-163.6554636,5,944
l,3,-84.50068948,-172.289474,6,502
r,2,-85.10775629,-153.2483677,3,907
r,2,-83.17153558,-157.8835391,4,1166
r,3,-79.30571249,160.4487311,4,695
r,1,-83.85113603,174.4904316,5,1152
l,1,-80.29644309,-150.6089502,6,532
r,2,-79.73007212,-155.2846867,4,14
r,1,-81.28608149,-159.3931008,2,38
r,1,-85.1786063,-149.0614941,3,1263
r,2,-79.89120164,-153.1029482,6,1257
r,1,-84.10400269,177.4175185,4,91
l,3,-83.85263435,-164.66852,5,953
r,2,-81.25282566,161.0508545,5,375
l,3,-84.44624086,-176.4743333,5,1310
l,3,-83.37407684,-169.9496919,6,624
r,3,-79.80074759,-155.8033222,4,959
r,1,-84.90050975,-150.7732616,4,120
r,2,-82.34562792,161.2443654,3,55
l,3,-84.27771006,-164.1815028,6,572
r,1,-84.98529225,-149.8848406,6,943
l,3,-83.21624437,-165.5457244,5,1334
l,3,-81.3338266,-161.8737974,4,1264
l,3,-81.50049221,-163.1959068,5,883
r,1,-83.36677214,168.8951422,4,1015
r,1,-85.09085537,-149.3788372,6,1324
r,2,-82.95356747,-171.4264917,5,1310
l,3,-80.80898236,160.2717739,6,595
r,2,-85.02158064,-151.8802349,3,1227
r,2,-79.82677352,-155.659845,4,959
r,1,-83.73646371,173.3500781,6,1213
r,2,-84.39852051,-177.7734934,5,990
r,2,-81.60495624,161.5239564,4,412
r,1,-82.93771605,-162.3019808,6,1081
r,1,-83.16328749,-172.2143498,3,426
r,1,-84.42212899,-174.9388286,5,1249
r,1,-84.57346638,-171.1396555,5,441
r,1,-84.79060509,-166.3376414,5,1319
r,1,-85.34903219,-159.0504366,5,511
r,1,-81.83138536,-158.9419678,5,75
l,3,-80.47072894,160.5912706,4,1259
r,2,-84.31416104,-178.7409633,5,167
l,3,-85.19291674,-148.6237097,4,699
r,1,-80.49863809,160.8293021,4,153
r,1,-84.37371901,-165.753947,5,1136
l,3,-82.14626069,162.616098,5,1320
r,2,-80.99618379,-148.2237691,5,68
r,2,-79.47807932,-150.9925802,4,129
l,1,-79.68721875,-153.4989789,4,1279
l,3,-85.33790418,-149.2029985,5,1141
l,1,-79.3644857,160.6944718,4,192
r,2,-81.07747205,-149.0563358,3,1233
r,2,-84.43222813,-165.4485711,4,694
l,2,-80.04641568,160.6270609,6,1198
r,3,-80.82777848,-148.0950303,4,1172
l,1,-81.29912491,-159.6379487,3,983
r,3,-81.26646103,-159.9501002,3,197
r,3,-83.8475288,174.5582271,3,268
l,1,-83.1949948,-157.3184434,5,1105
l,1,-79.87848904,-155.3756757,3,495
l,1,-85.02141971,-151.754413,3,724
l,2,-79.40214927,-159.6478979,4,800
l,1,-85.33422112,-148.7725316,5,160
l,1,-79.14334762,-153.0847279,3,251
r,3,-81.22470197,160.9184024,5,31
r,3,-83.05710711,-155.8461444,4,974
r,3,-83.09412657,-157.821912,4,1166
l,2,-84.69540354,-159.9324267,5,1273
l,1,-80.18815257,159.4241726,6,1220
l,1,-85.10108394,-155.9158942,5,1370
l,1,-85.37562073,-160.0302497,3,1111
l,2,-83.8257656,-166.6132421,6,1075
l,1,-81.39947241,-156.3728366,5,395
l,2,-84.64133274,-168.9081383,4,1142
r,3,-81.18616958,-158.7807771,4,578
l,2,-83.4803335,-168.1587692,5,944
r,3,-83.8549872,175.0587998,6,1219
r,3,-84.17668229,178.341761,4,411
l,2,-79.43346709,-151.3030506,3,654
r,3,-85.36611325,-151.1171086,3,1349
r,3,-83.05737987,-155.8424194,5,541
r,3,-81.05815492,-154.9359774,6,617
l,2,-79.79850271,-161.5942797,5,502
r,3,-82.02966209,-158.1624958,5,541
r,3,-83.55312654,-158.8661634,4,1349
l,2,-81.10715627,-153.5126494,3,654
l,2,-84.52583971,-171.7935137,5,944
l,1,-84.35571736,-179.8492124,2,847
r,3,-83.56052364,-160.1401761,6,526
l,2,-82.56982003,-152.5979079,6,1294
l,2,-81.3153996,-163.7145667,4,502
r,3,-84.35704946,-179.7567696,4,670
r,3,-82.84684899,167.2862878,4,1128
l,1,-85.37122478,-157.4065821,4,1370
r,3,-83.32499231,-163.1615872,4,709
r,3,-81.61486636,-161.014294,5,1166
l,2,-83.78677179,-165.7157482,4,1142
l,1,-83.52030979,-160.9798213,5,395
l,2,-84.38209863,-164.6206291,6,1075
l,3,-83.37605908,-168.9925929,3,252
l,1,-81.92653569,-158.5905707,5,959
l,1,-84.90569473,-157.5404982,5,1111
l,1,-84.92034209,-150.9528593,4,160
l,1,-85.30256066,-150.2517145,3,724
l,2,-83.85994281,175.0907568,3,777
r,3,-82.18137943,-153.8316713,4,974
l,2,-79.87502619,-154.6849368,4,1379
l,1,-81.12208765,-150.5711737,3,251
l,1,-81.81027615,-158.7680866,3,983
l,1,-83.19567536,-165.0984744,4,328
r,3,-81.00957866,-148.3713951,4,1172
l,1,-81.06753682,-153.7699159,5,495
l,1,-83.26387864,-157.1363631,5,1105
r,2,-80.75248553,-148.5854763,6,68
l,3,-82.4283971,163.2084043,6,1320
r,1,-79.82800597,-162.7573771,3,1066
r,1,-83.82026279,-167.6983487,4,1136
r,2,-85.02425718,-162.7606565,3,694
l,3,-83.04484835,167.786092,5,1076
r,2,-80.75212903,-148.5693784,3,1233
l,1,-79.42527488,160.7611697,4,192
l,3,-85.18277313,-148.3060428,3,1141
r,1,-79.84860871,-154.9914213,3,456
l,1,-79.13138299,-152.8879858,4,1279
r,1,-84.59948744,-162.76456,6,511
r,1,-83.22876327,-171.0890939,5,1249
r,1,-84.39102868,-176.114007,4,426
r,1,-81.266669,-159.0204304,4,1081
r,1,-80.6225818,160.6591791,4,153
l,3,-83.95724534,176.2184517,4,1091
l,3,-85.32073013,-149.3614384,3,699
r,1,-83.21815897,-171.3202996,3,807
r,2,-82.8399591,-174.2638171,3,167
l,3,-80.61206947,160.790025,4,1259
r,1,-83.36909974,-162.3786985,6,75
l,3,-79.85138476,-159.7558096,4,1264
r,3,-84.3121389,-163.7384078,5,1279
r,2,-83.01173948,-173.3880288,3,990
l,3,-80.48030256,158.9265172,5,275
r,2,-81.14080114,-157.4663239,6,959
l,3,-80.84850914,160.2127896,5,595
l,3,-83.37958312,-168.9263684,4,1005
r,1,-85.29818668,-150.501573,4,1324
r,1,-83.68583125,172.4159958,4,1274
r,2,-81.12400705,-150.6211113,3,1196
l,3,-84.47050318,-173.7202575,6,624
r,2,-81.42647784,161.3365527,5,375
l,3,-84.37167755,-163.8115051,6,572
r,1,-85.39768357,-152.1181742,5,943
r,3,-81.19048857,160.6350866,3,878
r,3,-81.15595558,-157.6927185,6,959
r,2,-82.92633173,-173.954174,4,1051
r,2,-83.33637704,-157.4366991,4,1166
l,3,-83.38736189,-164.7926626,4,1142
l,3,-79.80661156,-161.51898,3,944
r,1,-83.70137051,171.9860055,3,1082
r,2,-81.22286727,-159.8090299,4,541
r,2,-82.65737121,-153.4356862,4,1181
l,3,-85.36641715,-159.6847682,3,633
l,3,-79.93948602,-148.4373678,5,1294
r,2,-85.40150357,-151.5797925,3,907
l,1,-79.56103893,-159.3276173,4,822
l,3,-82.89082062,-172.6173857,5,435
r,1,-83.36448472,169.6671339,3,954
r,2,-79.08353873,-152.2016761,3,190
l,3,-79.54739196,160.199449,5,1198
r,1,-83.24505414,-170.354082,4,1188
l,3,-83.1252322,-158.2665564,2,282
r,1,-83.48410166,-161.1428917,5,1340
r,2,-83.05373078,-163.3695888,5,197
l,3,-80.94883615,-147.7532836,4,669
l,3,-82.7178683,-154.0928394,6,800
l,3,-83.7190965,173.1726862,5,15
r,1,-81.99153697,-154.5626904,5,1096
r,1,-79.73208228,160.2345846,5,275
r,2,-83.05708309,-155.8441549,5,532
l,3,-79.68000174,-153.5757258,3,334
r,2,-84.38761344,-177.0489424,5,664
r,2,-82.79359997,-154.9364676,4,974
r,1,-83.00748716,-163.5123247,3,700
r,1,-79.26294779,-151.7334767,3,715
l,2,-85.24431278,-149.2905107,4,760
r,1,-81.64733243,-153.6798115,4,151
l,1,-83.06101368,167.5370117,2,183
l,1,-85.2637223,-149.6926385,3,663
l,2,-80.80296967,160.6138209,5,817
l,3,-80.1903006,159.4346044,6,1320
r,2,-81.72640128,-157.67181,4,898
l,2,-84.79541324,-155.8286081,5,989
l,2,-82.16302889,161.900646,4,436
l,1,-83.18136305,-157.8725842,4,221
l,2,-85.13125855,-155.685033,4,1309
l,2,-84.92379127,-150.2065356,6,501
l,2,-81.40528426,161.0355343,4,1320
r,3,-83.28811158,-157.2457999,4,1035
r,3,-82.48428459,163.2001113,5,1052
l,1,-85.43818282,-153.604296,5,587
l,3,-81.07671785,-155.4841535,4,334
r,3,-80.94786015,160.7725761,5,375
l,2,-83.31806015,-167.8725352,3,130
l,2,-79.59024188,-162.9075902,5,624
l,1,-84.40706895,-177.205499,2,45
r,3,-81.13395228,-150.9225783,3,312
l,2,-85.36093441,-158.3185507,5,953
l,1,-82.89110545,-173.3866222,5,1380
r,3,-79.73148593,-148.4473624,4,852
r,1,-83.84592009,-167.1754344,4,1264
l,1,-80.34834455,-149.8968641,4,471
l,2,-84.57858984,-170.1971184,3,1264
r,3,-85.35953283,-158.697837,5,486
r,3,-82.29546763,161.8924038,5,939
l,2,-81.57304429,-161.2913246,6,1203
l,1,-83.37169296,-163.6771172,5,639
r,3,-80.21796865,-150.357218,3,29
r,3,-79.82477214,-162.8723279,5,1105
l,2,-84.38864986,-164.4802874,4,1340
l,2,-82.89575656,-173.3534603,6,548
l,1,-83.88433533,174.0713035,3,268
l,1,-81.28783612,-159.5686899,3,197
r,3,-83.36844374,169.5453204,5,381
l,2,-84.05375269,177.284427,4,85
r,3,-79.82081775,-161.3199545,5,983
l,1,-84.56535078,-175.636122,3,1045
l,1,-82.75604405,-154.5909072,4,974
l,2,-81.615097,-160.8448772,3,700
l,1,-81.38555761,161.073187,5,31
r,3,-79.16676321,-152.7277528,3,251
l,2,-82.89065961,-172.6139516,5,877
r,3,-82.08189376,-154.1654749,4,236
l,2,-81.98053277,-158.3966342,3,456
r,1,-84.30705611,-163.8452548,4,1340
l,1,-82.79350881,-154.9380544,5,532
l,2,-83.45767639,-158.7409598,4,212
r,3,-85.26190343,-148.3633486,5,160
l,2,-84.6151566,-162.2988436,5,1096
r,3,-83.95488787,175.9599853,6,649
r,3,-85.37012819,-160.8416833,4,1111
r,3,-82.06299707,-158.0098178,5,395
l,1,-81.34211144,-161.9039592,5,1166
r,3,-85.05211644,-156.4426145,5,1370
r,3,-80.24037933,158.9871346,6,1220
l,2,-82.47993391,162.8220204,5,878
l,2,-83.047331,-155.6176245,5,38
l,2,-83.71323504,171.9253693,4,137
l,1,-81.79181279,-154.1289683,6,617
l,2,-85.02227658,-152.2584381,5,623
l,2,-83.36482761,169.6760871,6,512
l,2,-85.0719524,-156.2994505,4,206
l,1,-85.4183587,-151.6488079,3,1349
l,1,-85.25649266,-148.1761318,5,541
l,1,-83.93556461,175.4026004,6,1219
l,1,-84.1919132,178.9317428,4,411
l,3,-82.76045966,166.8207692,3,634
r,2,-82.2805173,-153.283243,3,471
r,2,-82.99000472,-171.2577051,4,365
l,3,-83.08258672,168.5155066,4,61
l,1,-79.39654384,-151.6135971,2,1157
l,3,-84.9095259,-150.2496253,6,943
r,1,-83.82232667,-166.3943885,6,572
l,3,-79.97624088,160.8907979,2,1098
r,1,-84.0559348,-164.5812372,4,953
r,2,-80.0109253,-154.3271828,5,837
r,1,-83.54505699,-169.8905604,6,624
r,2,-83.59087029,-159.6601975,4,715
l,3,-83.72102743,172.0625303,4,893
r,2,-83.01996717,-173.3240533,5,496
l,3,-85.03218005,-149.8329807,6,1324
l,3,-83.82536144,173.4385275,4,1274
r,2,-82.87622962,-162.6686393,6,639
l,3,-85.43837013,-153.5335181,5,648
r,1,-79.85230437,-160.4492616,4,883
r,1,-81.34088531,-161.4775674,5,1264
l,3,-84.73533635,-158.8750034,4,770
r,2,-79.34978242,-164.1138621,2,221
r,1,-80.80137569,160.6826142,5,1259
l,3,-79.96359151,161.1665587,5,153
r,3,-81.65910076,-153.6110535,3,1035
r,1,-84.79575981,-155.4786356,4,989
r,2,-83.06528102,-157.6410881,6,663
l,3,-83.36194345,-163.9406328,6,1081
l,3,-82.75835111,-174.2365006,4,999
l,3,-84.82270382,-165.4722567,6,1319
l,3,-85.35558307,-158.1941081,5,511
l,3,-84.51729724,-175.9927545,5,1249
l,3,-84.53260211,-171.6444514,4,441
r,2,-84.32564583,-179.0452917,4,1112
l,3,-79.73910152,-162.9949939,3,1066
r,1,-82.22094619,162.3121364,5,1320
r,2,-79.84608509,-159.3872502,3,358
r,1,-79.21830315,-151.1844289,5,571
l,3,-83.32821415,-164.8849233,3,700
r,1,-79.85179987,-155.1432462,4,937
l,3,-84.7802547,-167.0329677,2,456
r,1,-81.24644499,-157.3802596,3,800
l,3,-83.05216786,-157.3850232,5,1096
r,2,-83.12539504,-158.263836,3,724
l,3,-79.59241415,-162.8952618,4,160
r,2,-79.82689163,-162.7847499,4,160
l,3,-81.75822607,-157.6812296,5,1340
r,2,-85.33017975,-148.6341161,6,1105
l,1,-81.16289033,-158.0724952,2,1020
r,1,-83.35621688,168.0520586,2,1006
l,3,-79.35217388,-164.1033362,4,1188
r,2,-81.15365545,-157.8428197,5,1303
r,1,-79.87009468,160.238751,5,1198
r,2,-83.05753273,-155.8446258,2,983
l,3,-84.17667633,178.5627184,4,969
r,2,-85.3281685,-156.4254625,4,328
r,2,-81.78913765,-157.5433201,4,1364
r,1,-84.52869167,-171.7339164,5,502
l,3,-83.53182502,-162.0505234,4,206
r,2,-84.78077341,-158.3693202,5,730
r,1,-81.27373717,-163.1871413,5,944
r,1,-83.44099628,-158.1625209,5,654
r,2,-84.16121164,-164.6644891,5,959
l,3,-84.02917838,177.0671412,4,91
r,1,-81.2790092,-159.8195431,3,1142
r,2,-84.79756199,-165.9833618,4,395
l,3,-85.09100756,-149.3640793,4,1263
l,3,-83.86464781,175.1258022,5,1152
r,1,-83.19253181,-165.3587501,6,1273
r,2,-82.9209853,-161.9985362,5,578
r,3,-83.05402849,-163.3727061,6,639
r,3,-84.57028073,-175.6958438,5,1106
l,1,-85.07369829,-156.2931355,5,486
l,1,-82.62691143,165.7110888,3,869
r,3,-80.3800182,-150.3143074,3,471
r,3,-81.08921385,-155.7685295,5,1279
r,3,-85.04300653,-162.541319,2,252
l,1,-81.05211809,-154.5721035,6,556
r,3,-84.36650249,-164.2136721,4,837
l,1,-83.41946955,168.4030048,6,503
l,1,-81.56038214,161.3462006,5,375
r,3,-83.01169985,-173.3884314,3,45
l,2,-84.43174961,-165.4317827,5,14
r,3,-83.89840626,173.6143749,4,396
l,2,-81.46914148,161.503958,3,1357
l,1,-84.48975027,-175.1676196,4,984
l,2,-83.40832212,-169.5099767,4,1066
l,2,-83.84294876,-167.3355571,3,1136
l,1,-82.40931028,163.8468938,5,1052
r,3,-80.38192748,-150.4732824,3,190
r,3,-79.35901187,-159.7833886,3,358
l,1,-80.39220279,-150.0572559,3,129
l,2,-84.30715361,-178.4455825,5,609
r,3,-83.2600334,-157.1171355,4,221
l,2,-84.05435002,-164.7934872,4,75
l,2,-83.20850473,-171.5558894,3,807
l,2,-83.81451391,-165.0251996,6,1081
l,2,-83.79548685,-165.4132139,6,511
l,2,-81.49470466,-163.2349126,5,441
l,3,-81.13527983,-153.2388271,4,151
l,2,-82.79615368,-173.8929114,5,609
l,1,-81.0789839,-149.0805626,5,129
l,2,-84.88816348,-157.4822331,5,1151
l,1,-84.64142616,-161.2829783,3,1035
r,3,-81.14361094,-157.3969267,4,358
r,3,-81.10414836,-149.4132242,5,190
l,2,-84.4429214,-165.1566832,5,1136
l,2,-83.55182056,-169.9261659,4,1066
l,2,-81.56071282,161.3472277,3,1357
l,1,-80.78690497,-148.4205855,4,1233
l,1,-84.48079949,-173.3859701,6,1304
l,2,-80.96880333,160.7479813,2,92
l,3,-81.14343175,-152.9925452,5,593
l,2,-79.84368058,-160.8696932,2,441
r,3,-81.12501109,-150.6774486,4,754
r,3,-84.90065008,-150.815016,3,663
l,2,-80.52277044,160.6135748,4,153
l,2,-84.79497832,-167.7810321,4,75
r,3,-85.33237315,-148.7268852,3,221
r,3,-82.64225131,166.2158676,5,1250
r,3,-79.0175885,161.9911424,3,1098
r,3,-84.38809037,-176.4559557,5,1106
l,1,-83.44116983,-158.2061727,5,1227
r,3,-83.78161142,-165.4842991,6,639
l,1,-82.51446512,163.1753133,5,375
r,3,-83.16666444,-172.1596583,5,1380
l,2,-84.89918979,-150.8666109,6,562
r,3,-84.79231951,-166.0621927,4,837
r,1,-81.24229946,-157.6834603,5,517
r,3,-84.35777952,-165.6752332,2,252
r,3,-83.50590285,-160.9891836,4,1279
r,3,-81.1611194,-151.4676885,5,471
l,1,-83.95256278,176.1258003,6,1158
r,1,-84.91299061,-163.5636078,5,654
r,2,-79.73830832,-148.3555966,2,1333
r,1,-83.83845078,-167.1224084,6,633
l,3,-83.3795355,-162.4960321,4,206
r,2,-84.4055737,-177.2385035,3,222
l,3,-83.68944147,172.4876306,5,76
r,1,-83.11902218,-172.5556142,5,435
r,2,-79.66247026,159.8831074,6,1220
r,2,-81.17884533,-158.5658588,4,578
l,3,-80.4330817,-150.6681638,5,1135
l,1,-79.92400846,160.038431,3,756
r,2,-84.36978182,-164.1555028,4,395
l,3,-83.44806076,170.6217509,6,1204
r,2,-79.57262351,-163.0840758,4,160
l,3,-81.11274327,-153.4631323,4,1096
r,2,-81.33705692,-161.9592281,3,724
r,1,-79.84211108,-159.3083189,4,800
l,3,-84.36120834,-165.2217102,4,456
r,1,-81.11675386,-153.4296215,4,937
l,3,-83.167605,-158.2092948,3,212
l,3,-84.60816521,-169.3731039,4,700
r,2,-81.24564867,-158.4749883,3,1364
l,3,-84.12948506,178.3884147,3,969
r,1,-84.18622278,179.0078488,5,1350
r,2,-83.40460079,-164.249667,4,328
r,2,-81.89519062,-158.3852015,2,983
r,2,-82.76762168,-154.7380055,5,1303
r,2,-79.70694473,-155.400282,3,495
l,3,-83.25890402,-170.9241845,5,1188
r,1,-84.79491012,-157.2931769,5,669
r,1,-81.40026283,-156.3534715,3,739
l,3,-82.02569937,-158.1894354,6,1340
r,2,-85.18504917,-149.4585698,6,1105
l,3,-83.26296064,-167.3009789,4,441
l,3,-83.01319401,-171.049886,5,1249
l,3,-84.05613774,-164.2264679,6,511
l,3,-82.87631825,-172.1343286,6,1319
r,3,-80.37891725,160.7300062,4,314
l,2,-85.20588292,-148.0360483,3,1141
r,2,-83.39572726,170.0065529,3,823
l,3,-84.80554787,-167.3697958,4,999
l,3,-82.87680421,-162.6579266,6,1081
r,2,-81.38144516,-161.1075909,5,663
l,3,-83.1126549,-172.6057216,4,426
r,2,-79.08181841,-154.5618032,4,14
l,3,-80.55579423,160.3789889,4,153
r,2,-81.62058826,-160.9588873,5,221
l,3,-81.24553198,-158.3513889,5,75
r,1,-83.37680671,-169.0151169,3,1136
r,1,-80.56734147,160.35359,4,1259
r,1,-82.1098029,162.0928099,5,1320
r,2,-81.23198328,-157.4586148,4,358
l,2,-79.53474793,159.7550908,4,756
r,3,-81.28055313,-163.1436903,5,1288
l,3,-83.39674839,-162.2209644,6,14
l,1,-80.42482645,159.6365767,5,375
r,1,-84.37715602,-164.70279,4,130
l,3,-80.43248627,-150.6407569,4,29
r,1,-83.40896001,-169.5026799,6,624
r,2,-81.40033902,-156.3281542,5,837
r,3,-80.05544804,-148.8481721,5,852
r,2,-83.80921021,-167.9554523,3,252
r,2,-84.48386591,-176.0416698,4,365
r,1,-79.6570899,-159.1825712,3,1264
r,1,-82.32939933,161.4123451,4,793
l,3,-82.99844195,168.4452527,4,1015
r,1,-81.61064785,-161.1490142,5,1203
l,3,-83.87486116,174.3814538,6,1213
r,2,-83.36371384,-163.9377721,6,639
r,2,-82.86814304,-172.2552138,5,929
l,3,-83.57835686,171.6178329,4,893
l,2,-82.00060118,-157.9319578,3,38
r,3,-79.54550135,159.8481941,6,1220
l,1,-83.12527681,-158.2765335,4,1166
r,3,-84.05797583,-164.6064865,5,959
l,2,-85.07095188,-155.8866781,4,425
l,1,-83.0731114,-156.3339589,4,541
l,1,-85.10951722,-154.6757584,5,526
l,2,-84.81380153,-157.5763837,3,206
l,1,-83.87491357,173.785853,3,899
l,1,-82.56882772,-152.5871445,6,617
l,1,-84.38917695,-176.3454153,5,1045
l,1,-84.48979542,-172.5704225,5,1243
l,1,-83.10287197,-163.2251524,5,197
r,3,-79.54168225,-163.2091432,4,1105
l,2,-84.39206647,-177.9976822,5,548
l,2,-84.78730687,-166.1859471,4,1340
r,3,-83.17167017,-157.8751585,3,724
l,2,-83.1815937,-157.4590208,3,1096
l,2,-79.54428699,160.2843779,5,275
l,2,-83.06650411,-157.6799463,3,212
l,1,-82.88393495,-155.1511016,5,532
l,2,-81.3039294,-157.2026396,3,456
l,1,-82.35408483,-152.9345623,3,913
r,3,-82.62711584,165.7317909,5,366
l,2,-84.79794922,-166.2110488,6,877
r,3,-82.62211919,-153.0106089,5,236
l,1,-81.47758919,160.9209124,5,31
l,1,-85.04654447,-162.3911259,3,974
l,1,-80.4932734,-150.0896007,4,471
l,1,-81.40926739,-155.8692465,4,1279
r,3,-81.05350154,-154.4245051,5,114
l,3,-79.77286853,-153.4276649,4,776
l,1,-84.78031518,-167.1725112,5,1380
l,1,-83.95238234,176.1108692,5,588
l,2,-84.06303944,-164.2543319,5,953
l,1,-82.87162763,-172.5212227,4,45
l,2,-79.74644184,-162.0512237,3,1005
r,3,-82.92990287,-171.624759,5,1310
l,1,-84.65734415,-168.108286,6,639
l,2,-79.04792772,160.827295,4,275
l,2,-83.82833773,-166.6294922,6,1203
l,1,-79.96512803,161.2599583,3,1098
l,2,-79.78246985,-163.1028517,5,1105
l,2,-81.51105444,-163.002693,5,883
l,1,-85.40577424,-152.2436806,4,465
r,2,-79.8579811,-148.6852116,5,410
l,1,-84.96707464,-151.5048053,4,221
l,2,-81.48537039,161.9491331,4,1259
l,2,-82.47625305,162.5541726,4,436
l,2,-85.01481146,-156.8941182,6,989
l,1,-83.30073175,-157.2963008,6,663
l,2,-80.57079936,160.2832301,6,817
l,3,-81.56375996,161.1293424,3,1357
l,1,-79.13720167,-153.6103654,4,754
r,3,-81.08212983,-149.2641982,3,1233
l,2,-82.94241421,167.2675279,5,1076
r,1,-79.01240515,-155.1066197,3,75
r,3,-83.46515495,-168.4669679,5,694
l,1,-80.43430905,-150.779629,3,190
r,3,-80.74443519,-149.1829881,5,129
r,3,-84.92926292,-163.3486369,2,1035
l,3,-85.32928246,-160.844275,2,669
l,3,-82.65850067,-153.4525111,5,739
r,2,-83.78410051,-165.4556052,5,197
l,3,-81.3059307,-162.0694917,3,282
r,1,-84.43524579,-174.2121109,4,1188
l,3,-79.70395995,160.383818,5,1198
r,2,-82.88425094,-155.15377,3,974
r,1,-83.77924934,-165.6643865,5,700
r,3,-83.81262848,-167.9065366,5,1197
l,3,-79.54560198,-150.4905568,5,571
r,2,-84.41694022,-176.1543958,4,603
l,3,-85.09274743,-156.1174359,4,867
r,1,-84.27465569,-164.2426356,4,456
l,3,-79.94508341,-154.6815321,4,937
r,1,-83.46054101,-158.4767971,5,212
r,1,-79.61705995,-149.5270385,4,974
r,2,-85.02156429,-162.9078693,6,532
l,3,-83.88119616,174.200298,6,1280
r,1,-80.15027246,159.7268235,5,275
l,3,-81.12758385,-157.1683054,4,800
r,1,-79.8836933,-148.3569166,3,1333
r,2,-79.93545954,-153.0487289,6,1257
l,1,-80.20626137,-150.4926753,6,532
r,1,-81.12117551,-150.0487517,4,1135
r,1,-81.21541637,-159.5052733,2,38
r,2,-84.74650056,-158.3951647,4,709
l,3,-84.79680784,-166.1135463,5,435
l,3,-79.78417232,-161.7514008,5,502
l,2,-83.47364405,170.8272484,6,1204
l,3,-80.56900656,-149.271979,6,1294
r,2,-83.02115552,-161.9042282,6,526
l,3,-84.60029759,-162.8424596,5,654
r,2,-83.17944616,-172.004935,5,1310
r,2,-83.42361693,-157.9703461,5,1227
l,3,-80.65962819,160.4900861,6,595
r,1,-83.80223747,173.556208,6,1213
l,2,-79.26616666,-151.6381787,3,1157
l,3,-81.38060943,-161.1731991,6,1203
r,2,-83.68735806,172.5160504,2,1021
l,3,-81.66679204,162.2431416,4,793
l,3,-81.27381778,-162.8135072,5,883
r,1,-83.18832704,168.4159678,4,1015
r,3,-79.77164904,-155.7680354,4,959
r,2,-84.61976317,-160.7733593,5,389
l,3,-84.44001881,-165.281513,4,898
l,3,-85.35066936,-159.0019181,6,572
l,1,-79.74972405,-148.117079,4,852
l,3,-84.57277139,-163.2376112,4,130
l,3,-82.00856466,163.1582172,3,671
l,3,-83.30651666,-169.7587419,6,624
l,1,-79.73590528,-153.5554019,4,1279
l,2,-81.14186402,-157.7225677,5,517
l,3,-83.38765691,168.7195058,5,1076
r,2,-79.54460319,-150.3947349,5,1035
l,3,-81.60439094,161.5891435,5,1320
r,2,-79.57418427,-150.1043291,5,68
r,2,-80.24699902,-150.0589794,5,129
l,2,-80.21722035,-150.1690064,2,29
l,3,-80.39567592,160.4880481,4,1259
r,1,-84.06316489,-164.5220258,4,75
r,2,-84.5105564,-175.2523974,4,100
r,1,-83.41110482,-164.2495274,5,770
r,1,-80.85081898,160.3348836,4,153
l,3,-81.66798148,162.222277,5,817
r,1,-84.47946888,-176.4651689,4,426
r,1,-79.05036237,-164.2327621,5,1249
r,1,-81.52742805,-163.0851251,6,441
l,2,-81.0465911,-148.6709193,4,571
